ID,name,store_uscore,full_price,developers,publishers,categories,genres,tags,meta_score,meta_uscore,igdb_score,igdb_uscore
3660,Wonderful Everyday Down the Rabbit-Hole,97,2999,KeroQ,Frontwing USA,"Single-player,Steam Trading Cards","Adventure,Casual","Visual Novel,Sexual Content,Psychological Horror,Philisophical,Anime,Violent,Nudity,Story Rich,Mystery,Adventure,Female Protagonist,Great Soundtrack,Casual,Gore,Romance",,,,
3661,Anonymous ME,58,,RKTime,Chengdu longyuan Network Technology Co.Ltd,"Single-player,Partial Controller Support,Steam Cloud","Action,RPG,Early Access","Early Access,Action,RPG,Female Protagonist",,,,
3662,Way of Defector,51,299,Dev Arc,Dev Arc,"Single-player,Steam Achievements,Steam Cloud","Indie,Simulation,Strategy","Strategy,Simulation,Indie",,,,
3663,Pine Seekers,,2499,Nifty Productions,Nifty Productions,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support","Action,Adventure,Indie,Strategy",,,,,
3664,Teal,75,199,TealDev,TealDev,"Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Steam Cloud,Remote Play Together","Indie,Strategy","Indie,Strategy,Turn-Based Strategy",,,,
3665,Dreamals: Dream Quest,89,999,"XINESS Co., ltd.","XINESS Co., ltd.","Single-player,Steam Achievements,Partial Controller Support","Action,Casual,Indie","Casual,Indie,Action",,,,
3666,Samurai Riot,84,1499,Wako Factory,Wako Factory,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Steam Cloud,Remote Play Together","Action,Adventure,Indie","Adventure,Action,Indie,Beat 'em up,2D,Local Co-Op",64,,65,
3667,Fantasy Mosaics 16: Six Colors in Wonderland,88,699,Andy Jurko,Andy Jurko,Single-player,"Casual,Indie","Indie,Casual",,,,
3668,Flux8,92,699,Canalside Studios,Canalside Studios,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Workshop,Partial Controller Support,Includes level editor,Remote Play Together",Indie,"Indie,Puzzle,Platformer,Local Co-Op,Level Editor,Cute,Puzzle-Platformer,Physics,2.5D",,,,
3669,EXIT 2 - Directions,89,699,SIXNAILS,SIXNAILS,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie","Casual,Indie,Atmospheric,Puzzle,Singleplayer,Relaxing",,,,
3670,Valnir Rok Survival RPG,55,1999,encurio,"encurio,Rok Entertainment","Multi-player,MMO,PvP,Online PvP,Steam Achievements","Action,Indie,Massively Multiplayer,RPG,Early Access","Early Access,RPG,Survival,Open World,Multiplayer,Massively Multiplayer,Adventure,Action,Fantasy,Indie,Violent,Gore,Realistic,MMORPG,Dark Fantasy,Crafting,Medieval",,,,
3671,Icycle: On Thin Ice,98,699,Damp Gnat,Damp Gnat,"Single-player,Steam Achievements,Partial Controller Support","Action,Adventure,Indie","Indie,Adventure,Action,Funny",,,80,90
3672,Meta Star,69,,Lost-Ride Studios,Lost-Ride Studios,"Single-player,Partial Controller Support","Action,Indie,RPG,Early Access","Early Access,Action,Indie,RPG",,,,
3673,Intrusion Protocol,88,299,Somber Dawn Studios,Somber Dawn Studios,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards","Action,Indie","Indie,Action,Pixel Graphics,Platformer,2D,Retro,Fast-Paced,Difficult",,,,70
3674,Survive,39,,Interactive Gaming Studios,Interactive Gaming Studios,"Single-player,Multi-player","Action,Adventure","Action,Adventure,Survival,Multiplayer",,,,40
3675,Shopping Tycoon,54,999,DreamsSoftGames,DreamsSoftGames,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Casual,Indie,Simulation,Strategy","Simulation,Casual,Strategy,Indie,Building,Management,Time Manipulation,Economy,Sandbox",,,,60
3676,Rain of Pumpkins,33,299,Gary & Eddy,EGCL,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards","Action,Casual","Action,Casual,Indie",,,,
3677,Super Flipside,86,199,Brian O'Keefe,Brian O'Keefe,Single-player,"Action,Casual,Indie","Indie,Action,Casual",,,,
3678,Medieval Mystery Match,88,999,RedZone Studios LLC,RedZone Studios LLC,"Single-player,Steam Achievements","Casual,Indie,Strategy","Casual,Indie,Strategy,Match 3",,,,
3679,"Sorry, James",81,499,Konstructors Entertainment,"Konstructors Entertainment,GrabTheGames,WhisperGames","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats","Casual,Indie","Sexual Content,Indie,Puzzle,Atmospheric,Story Rich,Casual,Hacking,Text-Based,Horror,Stylized,Retro,Thriller,Singleplayer,2D,Strategy,Sci-fi,Difficult",,78,,60
3680,Canvas Quest,91,199,Chao's Playmate,Chao's Playmate,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Adventure,Indie,RPG","RPG,Adventure,Indie,RPGMaker",,,,
3681,Pixel Pursuit,80,599,Omnichron Studios,Omnichron Studios,"Single-player,Partial Controller Support",Indie,"Indie,Platformer,Pixel Graphics",,,,
3682,RiotZ,33,399,Triple Rush Games,Triple Rush Games,"Multi-player,PvP,Online PvP,Steam Achievements","Action,Indie,Massively Multiplayer","Indie,Action,Massively Multiplayer,Zombies",,,,
3683,The Initiate,78,999,Deceptive Games Ltd.,Deceptive Games Ltd.,"Single-player,Steam Achievements","Action,Adventure,Indie","Indie,Adventure,Action,Puzzle,Atmospheric,Horror,Psychological Horror,Singleplayer,Story Rich,Great Soundtrack",,,85,70
3684,Devil In The Capital,50,999,RSK Entertainment,Strategy First,Single-player,"Violent,Gore,Adventure","Adventure,Violent,Gore,Point & Click",,,,
3685,Ghostie Quest,50,199,Random Thoughts Enterainment,Random Thoughts Enterainment,Single-player,"Action,Adventure,Indie",,,,,
3686,Warsim: The Realm of Aslona,97,799,Huw Millward,Huw Millward,"Single-player,Steam Trading Cards","Indie,RPG,Simulation,Strategy,Early Access","Early Access,Simulation,RPG,Strategy,Indie,Text-Based",,,,70
3687,VITATIO,74,199,ColloseusX,Phat Phrog Studios,"Single-player,Steam Achievements","Casual,Indie,Strategy","Strategy,Indie,Casual",,,,
3688,LQVE: Lion Quest Versus Expanded,83,399,Dracula's Cave,Dracula's Cave,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together","Action,Adventure,Indie","Adventure,Action,Indie",,,,
3689,Tiny Toyfare,75,,Super Suite Studios,Super Suite Studios,"Single-player,Full controller support","Action,Free to Play,Indie,Strategy","Free to Play,Action,Indie,Strategy,Tower Defense",,,,
3690,Synthetic Dreams,,10000,Alexander Moro,Alexander Moro,Single-player,"Indie,Simulation",,,,,
3691,Hero of the Galactic Core,33,499,David Krinkel,Deekmare Games,"Single-player,Steam Achievements,Steam Leaderboards","Action,Indie,RPG","RPG,Action,Indie",,,,
3692,bead,22,99,B.Bit,B.Bit,"Single-player,Steam Achievements",Indie,Indie,,,,
3693,The war god : The artifact,86,599,Zhejiang TQHY Technology,Zhejiang TQHY Technology,"Single-player,Steam Leaderboards","Action,Adventure","Adventure,Action,VR",,,,
3694,ä½œä¸šæœ¬æˆ˜è®°ï¼ˆexercise book epicï¼‰,91,99,SilverBlade,SilverBlade,Single-player,Strategy,"Strategy,Linear,Turn-Based,RPG",,,,
3695,Don't Die!,67,499,Michael Cox,Templarius Studios,"Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Casual,Indie,Strategy","Casual,Indie,Strategy,Puzzle,Puzzle-Platformer",,,,
3696,Fantasy Mosaics 17: New Palette,86,699,Andy Jurko,Andy Jurko,Single-player,"Casual,Indie","Casual,Indie",,,,
3697,Aetherspace,58,,Munchkin's Lair,Munchkin's Lair,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer","Free to Play,Indie,Strategy","Free to Play,Strategy,Indie,Space",,,,
3698,Loptice,50,99,Aleksandar Dakic,Aleksandar Dakic,Single-player,"Action,Casual,Indie",,,,,
3699,Travel Riddles: Trip To France,95,999,Notus Games Ltd,Notus Games Ltd,"Single-player,Steam Achievements,Steam Cloud",Casual,"Casual,Puzzle,Match 3",,,,
3700,Travel Riddles: Trip To Italy,70,999,Notus Games Ltd,Notus Games Ltd,"Single-player,Steam Achievements,Steam Cloud",Casual,"Casual,Puzzle,Match 3",,,,
3701,Fantasy Mosaics 18: Explore New Colors,89,699,Andy Jurko,Andy Jurko,Single-player,"Casual,Indie","Indie,Casual",,,,
3702,Diving Trunks,88,99,Lunacy Interactive,Lunacy Interactive,Single-player,"Casual,Indie","Casual,Indie,Underwater,Cartoony,Shoot 'Em Up,2D,Singleplayer",,,,
3703,Chromatic,90,,Marc-Antoine Jacob,MAJ Studio,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play Together","Action,Indie","Indie,Action,Local Co-Op,Arcade,Co-op,Retro,Colorful,Space,Minimalist",,,,
3704,DepthMera,80,599,David Sof,RedLightBoxGames,"Single-player,Full controller support","Action,Adventure,Casual,Indie","Casual,Action,Adventure,Indie,Platformer",,,,
3705,Field of Glory II,91,2999,Byzantine Games,Slitherine Ltd.,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Steam Cloud,Remote Play Together","Simulation,Strategy","Strategy,Simulation,Turn-Based Strategy,Tactical,Historical,Wargame,Rome,Turn-Based Tactics,Turn-Based,Singleplayer,Multiplayer,War,Turn-Based Combat,Replay Value,Level Editor,Asynchronous Multiplayer",84,83,,80
3706,Haunted Hotel: Stay in the Light,42,599,JRad Games,JRad Games,Single-player,"Indie,Simulation,Strategy","Strategy,Simulation,Indie",,,,
3707,Seduction èª˜æƒ‘,22,1999,Gnioto VR,Gnioto VR,Single-player,"Sexual Content,Nudity,Adventure,Casual,Indie,Simulation","Sexual Content,Nudity,Casual,Indie,Mature,VR,Simulation,Anime,Adventure,Cute,Fantasy,Singleplayer,Memes",,,,40
3708,Space Scumbags,43,99,AlcoholEnthusiast,Back To Basics Gaming,"Single-player,Steam Achievements","Action,Casual,Indie","Action,Casual,Indie",,,,
3709,Keep It Safe 2,33,99,BeshevGames,BeshevGames,Single-player,"Casual,Indie","Indie,Casual,2D,Cartoon,Driving,Cartoony,Kickstarter,Family Friendly",,,,
3710,Dungeons & Geese,67,299,the Bratans,the Bratans,"Single-player,Steam Achievements","Action,Adventure,Indie","Adventure,Action,Indie,Sexual Content,Nudity,Platformer,2D",,,,
3711,M.A.C.E. Tower Defense,63,199,EntwicklerX,EntwicklerX,"Single-player,Steam Achievements,Steam Cloud","Action,Indie,Strategy","Action,Strategy,Indie,Tower Defense",,,,
3712,Ragnarok RE:START,38,,Gravity Interactive,Gravity Interactive,"MMO,Online PvP,In-App Purchases","Action,Adventure,Free to Play,Massively Multiplayer,RPG","Massively Multiplayer,Free to Play,RPG,Adventure,Action,Anime",,,,
3713,Robot King Part I: Rebooted and Ready,40,,Steven Taylor,Steven Taylor,"Single-player,Steam Achievements","Action,Free to Play,Indie","Free to Play,Action,Indie",,,,
3714,RageBall,21,999,Hebi Studios,Hebi Studios,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Full controller support,Remote Play Together","Indie,Sports","Indie,Sports,Family Friendly,e-sports",,,,
3715,Orbs,80,1199,I SHOW YOU,I SHOW YOU,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Leaderboards","Action,Adventure,Indie,Massively Multiplayer,RPG","Adventure,Massively Multiplayer,Action,RPG,Indie",,,,
3716,The IOTA Project,70,,DreamSail Games,DreamSail Games,Single-player,"Action,Free to Play,Indie,Simulation","Simulation,Free to Play,Action,Indie,VR,Robots,Mechs",,,,
3717,Million Arthur VR: Character Command RPG,62,3999,"SQUARE ENIX,GREE, Inc.",Vive Studios,"Single-player,In-App Purchases",RPG,"RPG,VR",,,,
3718,Bouncing Odyssey,80,199,BigMouthedDog Studio,LukÃ¡Å¡ KotÃ­k,"Single-player,Steam Cloud","Casual,Indie","Indie,Casual,Puzzle",,,,
3719,Retro Block VR,50,299,Mocove Studio,Mocove Studio,"Single-player,Full controller support","Casual,Indie","Indie,Casual,VR",,,,
3720,Cube Monster,,,ARdigitC,ARdigitC,"Multi-player,Full controller support,Stats","Action,Casual",,,,,
3721,b,90,,u&i,u&i,"Single-player,Partial Controller Support","Casual,Free to Play,Indie","Anime,Story Rich,Memes,Free to Play,Female Protagonist,Open World,Family Friendly,Simulation,Indie,Casual,Difficult,Great Soundtrack,FPS,Massively Multiplayer,Cute,Action,Atmospheric,Shooter,Racing,Multiplayer",,,,
3722,Dark Mystery,54,799,Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Remote Play Together","Adventure,Indie,Strategy","Adventure,Strategy,Indie",,,,60
3723,Law Mower,60,999,Scoria Studios,Scoria Studios,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Steam Achievements,Partial Controller Support,Includes level editor,Remote Play Together","Action,Adventure,Indie","Gore,Action,Indie,Violent,Adventure",,,30,
3724,Persian: The Great Lamp Heist,,799,TSL,TSL,Single-player,"Action,Adventure,Indie",,,,,
3725,Quantum Wizard,86,99,Bad Gravity,Bad Gravity,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats",Indie,Indie,,,,
3726,Dead Purge: Outbreak,42,1499,Microlith Games,Microlith Games,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards","Violent,Gore,Action,Indie","Gore,Violent,Action,Indie,Zombies,FPS,Survival,Horror,Shooter,Blood,Dark,First-Person,Survival Horror,Atmospheric,Singleplayer,Great Soundtrack,Difficult",,,,30
3727,Flow:The Sliding,77,99,Cubamano,EasyGames,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards","Casual,Indie","Casual,Indie,Difficult,Great Soundtrack",,,,50
3728,Time Trap - Mystery Hidden Object Games. Finding Objects,72,399,Crisp App Studio,Crisp App Studio,"Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards","Adventure,Casual,Indie","Indie,Adventure,Casual,Hidden Object,Point & Click,Sci-fi,Puzzle,Atmospheric",,,,
3729,Quadrablaze,86,499,YounGen Tech,YounGen Tech,"Single-player,Multi-player,Co-op,Online Co-op,Partial Controller Support","Action,Casual,Indie,Early Access","Early Access,Action,Indie,Casual",,,,
3730,Shattered God - Quest for the Divine Relic,13,99,Ithiro Sumi,Ithiro Sumi,"Single-player,Steam Achievements,Steam Cloud","Action,Adventure,Indie,RPG","RPG,Adventure,Indie,Action",,,,
3731,Mercury: Cascade into Madness,85,899,Astronomic Games,New Reality Games,"Single-player,Steam Achievements,Partial Controller Support","Violent,Gore,Adventure,Indie,RPG","Adventure,Indie,RPG,Violent,Gore,RPGMaker",,,,70
3732,Simplefield,86,199,M&H Soft,Ragnar,"Single-player,Multi-player","Action,Indie","Action,Indie",,,,
3733,Cutthroat Gunboat,88,199,Minor Faction,Minor Faction,"Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together","Action,Indie","Action,Indie,4 Player Local,Local Multiplayer,Pirates",,,,
3734,Visitors: Marine Invasion,67,199,Black Side,Black Side,Single-player,"Action,Indie","Indie,Action,Horror,Aliens",,,,
3735,Bad Thoughts,60,,Burak YÃ¼cel,Burak YÃ¼cel,Single-player,"Violent,Action,Adventure,Indie","Action,Indie,Adventure,Violent",,,,
3736,Valhall 2000,83,199,Simernes,Simernes,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Cross-Platform Multiplayer,Steam Achievements,Remote Play Together","Action,Casual,Indie","Action,Casual,Indie",,,,
3737,Dresden Files Cooperative Card Game,80,1699,Hidden Achievement LLC,Hidden Achievement LLC,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Remote Play Together","Casual,Indie,Strategy","Indie,Casual,Strategy,Card Game,Co-op,Local Co-Op,Board Game,Puzzle,Turn-Based",,,,60
3738,Radical Spectrum: Volume 2,64,99,Autonomic Interactive,New Reality Games,"Single-player,Partial Controller Support","Action,Indie","Indie,Action",,,,
3739,Layers,75,99,Salus Games,Salus Games,"Single-player,Steam Achievements,Steam Workshop,Includes level editor","Casual,Indie","Casual,Indie,Puzzle,Puzzle-Platformer,Platformer,Singleplayer",,,,
3740,TYRED,75,1199,Sekrit Games,Sekrit Games,"Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together","Action,Casual,Indie,Early Access","Early Access,Indie,Casual,Action",,,,
3741,Glitchbuster,88,499,RÃ©mi Vansteelandt,RÃ©mi Vansteelandt,"Single-player,Full controller support","Action,Adventure,Indie","Adventure,Action,Indie",,,,
3742,Orbit Defender,67,99,Frostflake Studios,Frostflake Studios,Single-player,"Action,Indie,Strategy","Action,Strategy,Indie",,,,
3743,The Unclogging: An Unsanitary Saga,50,499,DLHB Studios,DLHB Studios,Single-player,"Sexual Content,Violent,RPG","RPG,Sexual Content,Violent,RPGMaker",,,,
3744,Run For Coins,50,399,LSTGames,LSTGames,"Single-player,Steam Achievements,Partial Controller Support","Adventure,Casual,Indie","Indie,Adventure,Casual",,,,
3745,LineWay,94,99,Pony,Pony,"Single-player,Steam Achievements","Casual,Indie","Casual,Indie,Puzzle,Minimalist,Relaxing,Singleplayer",,,,
3746,Prelude for a Dream,80,99,"Diego Fernandes Malinowsky,Daniel Fernandes Malinowsky,Altanir Aparecida Fernandes Malinowsky",Diego Fernandes Malinowsky,"Single-player,Steam Achievements,Full controller support","Adventure,RPG","RPG,RPGMaker",,,,
3747,Thin Judgment,56,,James Roll,James Roll,"Single-player,Steam Achievements","Casual,Free to Play,Indie","Indie,Casual,Free to Play,Singleplayer,Simulation,Point & Click",,,,
3748,UniOne,92,199,PlayColorfulGames,PlayColorfulGames,"Single-player,Steam Achievements","Casual,Indie,Strategy","Casual,Strategy,Indie,Minimalist,Puzzle,Relaxing",,,,
3749,Insert Paper,55,299,Startreming,Droid Riot,"Single-player,Steam Achievements,Captions available",Indie,Indie,,,,
3750,Archangel,43,199,Frogames,"Juan Gabriel Gomila,Benjamin MirÃ³",Single-player,RPG,"RPG,RPGMaker,JRPG,Action RPG",,,,
3751,Gold Rush In The Oort Cloud,36,299,WTFOMGames,WTFOMGames,Single-player,"Action,Casual,Indie","Action,Indie,Casual",,,,
3752,Space Geekz - The Crunchy Flakes Conspiracy,67,499,x86-Games,x86-Games,Single-player,Adventure,"Adventure,Point & Click,Retro",,,,
3753,Audioship,33,299,Insanity Interactive,Insanity Interactive,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Leaderboards,Remote Play Together",Indie,Indie,,,,
3754,Yama,20,,Ivan Huang,Ivan Huang,Single-player,"Violent,Gore,Action,Adventure,RPG","RPG,Violent,Adventure,Gore,Action",,,,
3755,Roll Out,67,999,Qor Concept Entertainment Inc.,Qor Concept Entertainment Inc.,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor","Indie,Simulation,Strategy","Simulation,Indie,Strategy",,,,
3756,Renegade Grounds: Episode 1,58,499,Astronomic Games,New Reality Games,"Single-player,Steam Achievements,Full controller support","Adventure,Indie,RPG","Adventure,RPG,Violent,Indie,RPGMaker",,,,
